;Recettes;;;Dépenses;;;;;;Cadeau;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"=IF(AND(NOT(ISBLANK(G86)),ISBLANK(G87)),""Reste prévu"","""")";"=IF(AND(NOT(ISBLANK($G86)),ISBLANK($G87)),$C$42-$F$40-$F$42,"""")";"=IF(AND(NOT(ISBLANK($G86)),ISBLANK($G87)),""Reste réel"","""")";"=IF(AND(NOT(ISBLANK($G86)),ISBLANK($G87)),$C$42-$H$40-$F$42,"""")";;;Vaumadeuc;26.2;x;"=IF(I87=""x"",H87,0)";Courses;;;;;;;;;;;;;;;;;;
"=IF(AND(NOT(ISBLANK(G87)),ISBLANK(G88)),""Reste prévu"","""")";"=IF(AND(NOT(ISBLANK($G87)),ISBLANK($G88)),$C$42-$F$40-$F$42,"""")";"=IF(AND(NOT(ISBLANK($G87)),ISBLANK($G88)),""Reste réel"","""")";"=IF(AND(NOT(ISBLANK($G87)),ISBLANK($G88)),$C$42-$H$40-$F$42,"""")";;;Bisou Salé;39;x;"=IF(I88=""x"",H88,0)";Divers;;;;;;;;;;;;;;;;;;
"=IF(AND(NOT(ISBLANK(G88)),ISBLANK(G89)),""Reste prévu"","""")";"=IF(AND(NOT(ISBLANK($G88)),ISBLANK($G89)),$C$42-$F$40-$F$42,"""")";"=IF(AND(NOT(ISBLANK($G88)),ISBLANK($G89)),""Reste réel"","""")";"=IF(AND(NOT(ISBLANK($G88)),ISBLANK($G89)),$C$42-$H$40-$F$42,"""")";;;Train Arthur;9;x;"=IF(I89=""x"",H89,0)";Voiture/Déplacement;;;;;;;;;;;;;;;;;;
"=IF(AND(NOT(ISBLANK(G89)),ISBLANK(G90)),""Reste prévu"","""")";"=IF(AND(NOT(ISBLANK($G89)),ISBLANK($G90)),$C$42-$F$40-$F$42,"""")";"=IF(AND(NOT(ISBLANK($G89)),ISBLANK($G90)),""Reste réel"","""")";"=IF(AND(NOT(ISBLANK($G89)),ISBLANK($G90)),$C$42-$H$40-$F$42,"""")";;;Boulangerie;6;x;"=IF(I90=""x"",H90,0)";Courses;;;;;;;;;;;;;;;;;;
"=IF(AND(NOT(ISBLANK(G90)),ISBLANK(G91)),""Reste prévu"","""")";"=IF(AND(NOT(ISBLANK($G90)),ISBLANK($G91)),$C$42-$F$40-$F$42,"""")";"=IF(AND(NOT(ISBLANK($G90)),ISBLANK($G91)),""Reste réel"","""")";"=IF(AND(NOT(ISBLANK($G90)),ISBLANK($G91)),$C$42-$H$40-$F$42,"""")";;;Remboursement Ael;63.79;x;"=IF(I91=""x"",H91,0)";Divers;;;;;;;;;;;;;;;;;;
"=IF(AND(NOT(ISBLANK(G91)),ISBLANK(G92)),""Reste prévu"","""")";"=IF(AND(NOT(ISBLANK($G91)),ISBLANK($G92)),$C$42-$F$40-$F$42,"""")";"=IF(AND(NOT(ISBLANK($G91)),ISBLANK($G92)),""Reste réel"","""")";"=IF(AND(NOT(ISBLANK($G91)),ISBLANK($G92)),$C$42-$H$40-$F$42,"""")";;;Leclerc;42.45;x;"=IF(I92=""x"",H92,0)";Courses;;;;;;;;;;;;;;;;;;
"=IF(AND(NOT(ISBLANK(G92)),ISBLANK(G93)),""Reste prévu"","""")";"=IF(AND(NOT(ISBLANK($G92)),ISBLANK($G93)),$C$42-$F$40-$F$42,"""")";"=IF(AND(NOT(ISBLANK($G92)),ISBLANK($G93)),""Reste réel"","""")";"=IF(AND(NOT(ISBLANK($G92)),ISBLANK($G93)),$C$42-$H$40-$F$42,"""")";;;Boulangerie;7.3;x;"=IF(I93=""x"",H93,0)";Courses;;;;;;;;;;;;;;;;;;
"=IF(AND(NOT(ISBLANK(G93)),ISBLANK(G94)),""Reste prévu"","""")";"=IF(AND(NOT(ISBLANK($G93)),ISBLANK($G94)),$C$42-$F$40-$F$42,"""")";"=IF(AND(NOT(ISBLANK($G93)),ISBLANK($G94)),""Reste réel"","""")";"=IF(AND(NOT(ISBLANK($G93)),ISBLANK($G94)),$C$42-$H$40-$F$42,"""")";;;Leroy MErlin;29.9;x;"=IF(I94=""x"",H94,0)";Bricolage/Travaux;;;;;;;;;;;;;;;;;;
"=IF(AND(NOT(ISBLANK(G94)),ISBLANK(G95)),""Reste prévu"","""")";"=IF(AND(NOT(ISBLANK($G94)),ISBLANK($G95)),$C$42-$F$40-$F$42,"""")";"=IF(AND(NOT(ISBLANK($G94)),ISBLANK($G95)),""Reste réel"","""")";"=IF(AND(NOT(ISBLANK($G94)),ISBLANK($G95)),$C$42-$H$40-$F$42,"""")";;;Leroy MErlin;236.28;x;"=IF(I95=""x"",H95,0)";Bricolage/Travaux;;;;;;;;;;;;;;;;;;
"=IF(AND(NOT(ISBLANK(G95)),ISBLANK(G96)),""Reste prévu"","""")";"=IF(AND(NOT(ISBLANK($G95)),ISBLANK($G96)),$C$42-$F$40-$F$42,"""")";"=IF(AND(NOT(ISBLANK($G95)),ISBLANK($G96)),""Reste réel"","""")";"=IF(AND(NOT(ISBLANK($G95)),ISBLANK($G96)),$C$42-$H$40-$F$42,"""")";;;Boulangerie;11;x;"=IF(I96=""x"",H96,0)";Courses;;;;;;;;;;;;;;;;;;
"=IF(AND(NOT(ISBLANK(G96)),ISBLANK(G97)),""Reste prévu"","""")";"=IF(AND(NOT(ISBLANK($G96)),ISBLANK($G97)),$C$42-$F$40-$F$42,"""")";"=IF(AND(NOT(ISBLANK($G96)),ISBLANK($G97)),""Reste réel"","""")";"=IF(AND(NOT(ISBLANK($G96)),ISBLANK($G97)),$C$42-$H$40-$F$42,"""")";;;Dr Apel;30;x;"=IF(I97=""x"",H97,0)";Medical;;;;;;;;;;;;;;;;;;
"=IF(AND(NOT(ISBLANK(G97)),ISBLANK(G98)),""Reste prévu"","""")";"=IF(AND(NOT(ISBLANK($G97)),ISBLANK($G98)),$C$42-$F$40-$F$42,"""")";"=IF(AND(NOT(ISBLANK($G97)),ISBLANK($G98)),""Reste réel"","""")";"=IF(AND(NOT(ISBLANK($G97)),ISBLANK($G98)),$C$42-$H$40-$F$42,"""")";;;Leclerc;13.73;x;"=IF(I98=""x"",H98,0)";Courses;;;;;;;;;;;;;;;;;;
"=IF(AND(NOT(ISBLANK(G98)),ISBLANK(G99)),""Reste prévu"","""")";"=IF(AND(NOT(ISBLANK($G98)),ISBLANK($G99)),$C$42-$F$40-$F$42,"""")";"=IF(AND(NOT(ISBLANK($G98)),ISBLANK($G99)),""Reste réel"","""")";"=IF(AND(NOT(ISBLANK($G98)),ISBLANK($G99)),$C$42-$H$40-$F$42,"""")";;;Assurance Appart Arthur;93.31;x;"=IF(I99=""x"",H99,0)";Charges;;;;;;;;;;;;;;;;;;
"=IF(AND(NOT(ISBLANK(G99)),ISBLANK(G100)),""Reste prévu"","""")";"=IF(AND(NOT(ISBLANK($G99)),ISBLANK($G100)),$C$42-$F$40-$F$42,"""")";"=IF(AND(NOT(ISBLANK($G99)),ISBLANK($G100)),""Reste réel"","""")";"=IF(AND(NOT(ISBLANK($G99)),ISBLANK($G100)),$C$42-$H$40-$F$42,"""")";;;Grain de Malice;112.97;x;"=IF(I100=""x"",H100,0)";Divers;;;;;;;;;;;;;;;;;;
"=IF(AND(NOT(ISBLANK(G100)),ISBLANK(G101)),""Reste prévu"","""")";"=IF(AND(NOT(ISBLANK($G100)),ISBLANK($G101)),$C$42-$F$40-$F$42,"""")";"=IF(AND(NOT(ISBLANK($G100)),ISBLANK($G101)),""Reste réel"","""")";"=IF(AND(NOT(ISBLANK($G100)),ISBLANK($G101)),$C$42-$H$40-$F$42,"""")";;;La Ruche;29.5;x;"=IF(I101=""x"",H101,0)";Courses;;;;;;;;;;;;;;;;;;
"=IF(AND(NOT(ISBLANK(G101)),ISBLANK(G102)),""Reste prévu"","""")";"=IF(AND(NOT(ISBLANK($G101)),ISBLANK($G102)),$C$42-$F$40-$F$42,"""")";"=IF(AND(NOT(ISBLANK($G101)),ISBLANK($G102)),""Reste réel"","""")";"=IF(AND(NOT(ISBLANK($G101)),ISBLANK($G102)),$C$42-$H$40-$F$42,"""")";;;Leclerc;51.03;x;"=IF(I102=""x"",H102,0)";Courses;;;;;;;;;;;;;;;;;;
"=IF(AND(NOT(ISBLANK(G102)),ISBLANK(G103)),""Reste prévu"","""")";"=IF(AND(NOT(ISBLANK($G102)),ISBLANK($G103)),$C$42-$F$40-$F$42,"""")";"=IF(AND(NOT(ISBLANK($G102)),ISBLANK($G103)),""Reste réel"","""")";"=IF(AND(NOT(ISBLANK($G102)),ISBLANK($G103)),$C$42-$H$40-$F$42,"""")";;;Chèque;18.25;x;"=IF(I103=""x"",H103,0)";Divers;;;;;;;;;;;;;;;;;;
"=IF(AND(NOT(ISBLANK(G103)),ISBLANK(G104)),""Reste prévu"","""")";"=IF(AND(NOT(ISBLANK($G103)),ISBLANK($G104)),$C$42-$F$40-$F$42,"""")";"=IF(AND(NOT(ISBLANK($G103)),ISBLANK($G104)),""Reste réel"","""")";"=IF(AND(NOT(ISBLANK($G103)),ISBLANK($G104)),$C$42-$H$40-$F$42,"""")";;;Café;2.7;x;"=IF(I104=""x"",H104,0)";Courses;;;;;;;;;;;;;;;;;;
"=IF(AND(NOT(ISBLANK(G104)),ISBLANK(G105)),""Reste prévu"","""")";"=IF(AND(NOT(ISBLANK($G104)),ISBLANK($G105)),$C$42-$F$40-$F$42,"""")";"=IF(AND(NOT(ISBLANK($G104)),ISBLANK($G105)),""Reste réel"","""")";"=IF(AND(NOT(ISBLANK($G104)),ISBLANK($G105)),$C$42-$H$40-$F$42,"""")";;;Café;2.7;x;"=IF(I105=""x"",H105,0)";Courses;;;;;;;;;;;;;;;;;;
"=IF(AND(NOT(ISBLANK(G105)),ISBLANK(G106)),""Reste prévu"","""")";"=IF(AND(NOT(ISBLANK($G105)),ISBLANK($G106)),$C$42-$F$40-$F$42,"""")";"=IF(AND(NOT(ISBLANK($G105)),ISBLANK($G106)),""Reste réel"","""")";"=IF(AND(NOT(ISBLANK($G105)),ISBLANK($G106)),$C$42-$H$40-$F$42,"""")";;;Survet Ael;35;x;"=IF(I106=""x"",H106,0)";Vêtements;;;;;;;;;;;;;;;;;;
"=IF(AND(NOT(ISBLANK(G106)),ISBLANK(G107)),""Reste prévu"","""")";"=IF(AND(NOT(ISBLANK($G106)),ISBLANK($G107)),$C$42-$F$40-$F$42,"""")";"=IF(AND(NOT(ISBLANK($G106)),ISBLANK($G107)),""Reste réel"","""")";"=IF(AND(NOT(ISBLANK($G106)),ISBLANK($G107)),$C$42-$H$40-$F$42,"""")";;;Café;1.9;x;"=IF(I107=""x"",H107,0)";Courses;;;;;;;;;;;;;;;;;;
"=IF(AND(NOT(ISBLANK(G107)),ISBLANK(G108)),""Reste prévu"","""")";"=IF(AND(NOT(ISBLANK($G107)),ISBLANK($G108)),$C$42-$F$40-$F$42,"""")";"=IF(AND(NOT(ISBLANK($G107)),ISBLANK($G108)),""Reste réel"","""")";"=IF(AND(NOT(ISBLANK($G107)),ISBLANK($G108)),$C$42-$H$40-$F$42,"""")";;;Station;16.3;x;"=IF(I108=""x"",H108,0)";Courses;;;;;;;;;;;;;;;;;;
"=IF(AND(NOT(ISBLANK(G108)),ISBLANK(G109)),""Reste prévu"","""")";"=IF(AND(NOT(ISBLANK($G108)),ISBLANK($G109)),$C$42-$F$40-$F$42,"""")";"=IF(AND(NOT(ISBLANK($G108)),ISBLANK($G109)),""Reste réel"","""")";"=IF(AND(NOT(ISBLANK($G108)),ISBLANK($G109)),$C$42-$H$40-$F$42,"""")";;;Leclerc;65.83;x;"=IF(I109=""x"",H109,0)";Courses;;;;;;;;;;;;;;;;;;
"=IF(AND(NOT(ISBLANK(G109)),ISBLANK(G110)),""Reste prévu"","""")";"=IF(AND(NOT(ISBLANK($G109)),ISBLANK($G110)),$C$42-$F$40-$F$42,"""")";"=IF(AND(NOT(ISBLANK($G109)),ISBLANK($G110)),""Reste réel"","""")";"=IF(AND(NOT(ISBLANK($G109)),ISBLANK($G110)),$C$42-$H$40-$F$42,"""")";;;Carrefour Mérignac;89.68;x;"=IF(I110=""x"",H110,0)";Courses;;;;;;;;;;;;;;;;;;
"=IF(AND(NOT(ISBLANK(G110)),ISBLANK(G111)),""Reste prévu"","""")";"=IF(AND(NOT(ISBLANK($G110)),ISBLANK($G111)),$C$42-$F$40-$F$42,"""")";"=IF(AND(NOT(ISBLANK($G110)),ISBLANK($G111)),""Reste réel"","""")";"=IF(AND(NOT(ISBLANK($G110)),ISBLANK($G111)),$C$42-$H$40-$F$42,"""")";;;Pharmacie St Sulpice;7.98;x;"=IF(I111=""x"",H111,0)";Medical;;;;;;;;;;;;;;;;;;
"=IF(AND(NOT(ISBLANK(G111)),ISBLANK(G112)),""Reste prévu"","""")";"=IF(AND(NOT(ISBLANK($G111)),ISBLANK($G112)),$C$42-$F$40-$F$42,"""")";"=IF(AND(NOT(ISBLANK($G111)),ISBLANK($G112)),""Reste réel"","""")";"=IF(AND(NOT(ISBLANK($G111)),ISBLANK($G112)),$C$42-$H$40-$F$42,"""")";;;Cigarettes;27;x;"=IF(I112=""x"",H112,0)";Divers;;;;;;;;;;;;;;;;;;
"=IF(AND(NOT(ISBLANK(G112)),ISBLANK(G113)),""Reste prévu"","""")";"=IF(AND(NOT(ISBLANK($G112)),ISBLANK($G113)),$C$42-$F$40-$F$42,"""")";"=IF(AND(NOT(ISBLANK($G112)),ISBLANK($G113)),""Reste réel"","""")";"=IF(AND(NOT(ISBLANK($G112)),ISBLANK($G113)),$C$42-$H$40-$F$42,"""")";;;Courses Anniversaire;385.39;x;"=IF(I113=""x"",H113,0)";Courses;;;;;;;;;;;;;;;;;;
"=IF(AND(NOT(ISBLANK(G113)),ISBLANK(G114)),""Reste prévu"","""")";"=IF(AND(NOT(ISBLANK($G113)),ISBLANK($G114)),$C$42-$F$40-$F$42,"""")";"=IF(AND(NOT(ISBLANK($G113)),ISBLANK($G114)),""Reste réel"","""")";"=IF(AND(NOT(ISBLANK($G113)),ISBLANK($G114)),$C$42-$H$40-$F$42,"""")";;;FDJ;25;x;"=IF(I114=""x"",H114,0)";Divers;;;;;;;;;;;;;;;;;;
"=IF(AND(NOT(ISBLANK(G114)),ISBLANK(G115)),""Reste prévu"","""")";"=IF(AND(NOT(ISBLANK($G114)),ISBLANK($G115)),$C$42-$F$40-$F$42,"""")";"=IF(AND(NOT(ISBLANK($G114)),ISBLANK($G115)),""Reste réel"","""")";"=IF(AND(NOT(ISBLANK($G114)),ISBLANK($G115)),$C$42-$H$40-$F$42,"""")";;;Courses Anniversaire;181.13;x;"=IF(I115=""x"",H115,0)";Courses;;;;;;;;;;;;;;;;;;
"=IF(AND(NOT(ISBLANK(G115)),ISBLANK(G116)),""Reste prévu"","""")";"=IF(AND(NOT(ISBLANK($G115)),ISBLANK($G116)),$C$42-$F$40-$F$42,"""")";"=IF(AND(NOT(ISBLANK($G115)),ISBLANK($G116)),""Reste réel"","""")";"=IF(AND(NOT(ISBLANK($G115)),ISBLANK($G116)),$C$42-$H$40-$F$42,"""")";;;Courses Anniversaire;73.43;x;"=IF(I116=""x"",H116,0)";Courses;;;;;;;;;;;;;;;;;;
"=IF(AND(NOT(ISBLANK(G116)),ISBLANK(G117)),""Reste prévu"","""")";"=IF(AND(NOT(ISBLANK($G116)),ISBLANK($G117)),$C$42-$F$40-$F$42,"""")";"=IF(AND(NOT(ISBLANK($G116)),ISBLANK($G117)),""Reste réel"","""")";"=IF(AND(NOT(ISBLANK($G116)),ISBLANK($G117)),$C$42-$H$40-$F$42,"""")";;;Station;29.3;x;"=IF(I117=""x"",H117,0)";Courses;;;;;;;;;;;;;;;;;;
"=IF(AND(NOT(ISBLANK(G117)),ISBLANK(G118)),""Reste prévu"","""")";"=IF(AND(NOT(ISBLANK($G117)),ISBLANK($G118)),$C$42-$F$40-$F$42,"""")";"=IF(AND(NOT(ISBLANK($G117)),ISBLANK($G118)),""Reste réel"","""")";"=IF(AND(NOT(ISBLANK($G117)),ISBLANK($G118)),$C$42-$H$40-$F$42,"""")";;;Leclerc;17.04;x;"=IF(I118=""x"",H118,0)";Courses;;;;;;;;;;;;;;;;;;
"=IF(AND(NOT(ISBLANK(G118)),ISBLANK(G119)),""Reste prévu"","""")";"=IF(AND(NOT(ISBLANK($G118)),ISBLANK($G119)),$C$42-$F$40-$F$42,"""")";"=IF(AND(NOT(ISBLANK($G118)),ISBLANK($G119)),""Reste réel"","""")";"=IF(AND(NOT(ISBLANK($G118)),ISBLANK($G119)),$C$42-$H$40-$F$42,"""")";;;Cafran;57;x;"=IF(I119=""x"",H119,0)";Courses;;;;;;;;;;;;;;;;;;
"=IF(AND(NOT(ISBLANK(G119)),ISBLANK(G120)),""Reste prévu"","""")";"=IF(AND(NOT(ISBLANK($G119)),ISBLANK($G120)),$C$42-$F$40-$F$42,"""")";"=IF(AND(NOT(ISBLANK($G119)),ISBLANK($G120)),""Reste réel"","""")";"=IF(AND(NOT(ISBLANK($G119)),ISBLANK($G120)),$C$42-$H$40-$F$42,"""")";;;Leclerc;2.29;x;"=IF(I120=""x"",H120,0)";Courses;;;;;;;;;;;;;;;;;;
"=IF(AND(NOT(ISBLANK(G120)),ISBLANK(G121)),""Reste prévu"","""")";"=IF(AND(NOT(ISBLANK($G120)),ISBLANK($G121)),$C$42-$F$40-$F$42,"""")";"=IF(AND(NOT(ISBLANK($G120)),ISBLANK($G121)),""Reste réel"","""")";"=IF(AND(NOT(ISBLANK($G120)),ISBLANK($G121)),$C$42-$H$40-$F$42,"""")";;;Leclerc;0.52;x;"=IF(I121=""x"",H121,0)";Courses;;;;;;;;;;;;;;;;;;
"=IF(AND(NOT(ISBLANK(G121)),ISBLANK(G122)),""Reste prévu"","""")";"=IF(AND(NOT(ISBLANK($G121)),ISBLANK($G122)),$C$42-$F$40-$F$42,"""")";"=IF(AND(NOT(ISBLANK($G121)),ISBLANK($G122)),""Reste réel"","""")";"=IF(AND(NOT(ISBLANK($G121)),ISBLANK($G122)),$C$42-$H$40-$F$42,"""")";;;Radio Lamballe;31.5;x;"=IF(I122=""x"",H122,0)";Medical;;;;;;;;;;;;;;;;;;
"=IF(AND(NOT(ISBLANK(G122)),ISBLANK(G123)),""Reste prévu"","""")";"=IF(AND(NOT(ISBLANK($G122)),ISBLANK($G123)),$C$42-$F$40-$F$42,"""")";"=IF(AND(NOT(ISBLANK($G122)),ISBLANK($G123)),""Reste réel"","""")";"=IF(AND(NOT(ISBLANK($G122)),ISBLANK($G123)),$C$42-$H$40-$F$42,"""")";;;Radio Lamballe;30;x;"=IF(I123=""x"",H123,0)";Medical;;;;;;;;;;;;;;;;;;
"=IF(AND(NOT(ISBLANK(G123)),ISBLANK(G124)),""Reste prévu"","""")";"=IF(AND(NOT(ISBLANK($G123)),ISBLANK($G124)),$C$42-$F$40-$F$42,"""")";"=IF(AND(NOT(ISBLANK($G123)),ISBLANK($G124)),""Reste réel"","""")";"=IF(AND(NOT(ISBLANK($G123)),ISBLANK($G124)),$C$42-$H$40-$F$42,"""")";;;Croquettes Oska;47.01;x;"=IF(I124=""x"",H124,0)";Divers;;;;;;;;;;;;;;;;;;
"=IF(AND(NOT(ISBLANK(G124)),ISBLANK(G125)),""Reste prévu"","""")";"=IF(AND(NOT(ISBLANK($G124)),ISBLANK($G125)),$C$42-$F$40-$F$42,"""")";"=IF(AND(NOT(ISBLANK($G124)),ISBLANK($G125)),""Reste réel"","""")";"=IF(AND(NOT(ISBLANK($G124)),ISBLANK($G125)),$C$42-$H$40-$F$42,"""")";;;Leclerc;2.48;x;"=IF(I125=""x"",H125,0)";Courses;;;;;;;;;;;;;;;;;;
"=IF(AND(NOT(ISBLANK(G125)),ISBLANK(G126)),""Reste prévu"","""")";"=IF(AND(NOT(ISBLANK($G125)),ISBLANK($G126)),$C$42-$F$40-$F$42,"""")";"=IF(AND(NOT(ISBLANK($G125)),ISBLANK($G126)),""Reste réel"","""")";"=IF(AND(NOT(ISBLANK($G125)),ISBLANK($G126)),$C$42-$H$40-$F$42,"""")";;;Mr Bricolage;51.65;x;"=IF(I126=""x"",H126,0)";Bricolage/Travaux;;;;;;;;;;;;;;;;;;
"=IF(AND(NOT(ISBLANK(G126)),ISBLANK(G127)),""Reste prévu"","""")";"=IF(AND(NOT(ISBLANK($G126)),ISBLANK($G127)),$C$42-$F$40-$F$42,"""")";"=IF(AND(NOT(ISBLANK($G126)),ISBLANK($G127)),""Reste réel"","""")";"=IF(AND(NOT(ISBLANK($G126)),ISBLANK($G127)),$C$42-$H$40-$F$42,"""")";;;Mr Bricolage;7.1;x;"=IF(I127=""x"",H127,0)";Bricolage/Travaux;;;;;;;;;;;;;;;;;;
"=IF(AND(NOT(ISBLANK(G127)),ISBLANK(G128)),""Reste prévu"","""")";"=IF(AND(NOT(ISBLANK($G127)),ISBLANK($G128)),$C$42-$F$40-$F$42,"""")";"=IF(AND(NOT(ISBLANK($G127)),ISBLANK($G128)),""Reste réel"","""")";"=IF(AND(NOT(ISBLANK($G127)),ISBLANK($G128)),$C$42-$H$40-$F$42,"""")";;;Leclerc;9.8;x;"=IF(I128=""x"",H128,0)";Courses;;;;;;;;;;;;;;;;;;
"=IF(AND(NOT(ISBLANK(G128)),ISBLANK(G129)),""Reste prévu"","""")";"=IF(AND(NOT(ISBLANK($G128)),ISBLANK($G129)),$C$42-$F$40-$F$42,"""")";"=IF(AND(NOT(ISBLANK($G128)),ISBLANK($G129)),""Reste réel"","""")";"=IF(AND(NOT(ISBLANK($G128)),ISBLANK($G129)),$C$42-$H$40-$F$42,"""")";;;Buvette Longe Cote;7.5;x;"=IF(I129=""x"",H129,0)";Loisirs;;;;;;;;;;;;;;;;;;
"=IF(AND(NOT(ISBLANK(G129)),ISBLANK(G130)),""Reste prévu"","""")";"=IF(AND(NOT(ISBLANK($G129)),ISBLANK($G130)),$C$42-$F$40-$F$42,"""")";"=IF(AND(NOT(ISBLANK($G129)),ISBLANK($G130)),""Reste réel"","""")";"=IF(AND(NOT(ISBLANK($G129)),ISBLANK($G130)),$C$42-$H$40-$F$42,"""")";;;Buvette Longe Cote;3.5;x;"=IF(I130=""x"",H130,0)";Loisirs;;;;;;;;;;;;;;;;;;
"=IF(AND(NOT(ISBLANK(G130)),ISBLANK(G131)),""Reste prévu"","""")";"=IF(AND(NOT(ISBLANK($G130)),ISBLANK($G131)),$C$42-$F$40-$F$42,"""")";"=IF(AND(NOT(ISBLANK($G130)),ISBLANK($G131)),""Reste réel"","""")";"=IF(AND(NOT(ISBLANK($G130)),ISBLANK($G131)),$C$42-$H$40-$F$42,"""")";;;Buvette Longe Cote;5;x;"=IF(I131=""x"",H131,0)";Loisirs;;;;;;;;;;;;;;;;;;
"=IF(AND(NOT(ISBLANK(G131)),ISBLANK(G132)),""Reste prévu"","""")";"=IF(AND(NOT(ISBLANK($G131)),ISBLANK($G132)),$C$42-$F$40-$F$42,"""")";"=IF(AND(NOT(ISBLANK($G131)),ISBLANK($G132)),""Reste réel"","""")";"=IF(AND(NOT(ISBLANK($G131)),ISBLANK($G132)),$C$42-$H$40-$F$42,"""")";;;Cigarettes;13;x;"=IF(I132=""x"",H132,0)";Divers;;;;;;;;;;;;;;;;;;
"=IF(AND(NOT(ISBLANK(G132)),ISBLANK(G133)),""Reste prévu"","""")";"=IF(AND(NOT(ISBLANK($G132)),ISBLANK($G133)),$C$42-$F$40-$F$42,"""")";"=IF(AND(NOT(ISBLANK($G132)),ISBLANK($G133)),""Reste réel"","""")";"=IF(AND(NOT(ISBLANK($G132)),ISBLANK($G133)),$C$42-$H$40-$F$42,"""")";;;Espèces;11.5;x;"=IF(I133=""x"",H133,0)";Divers;;;;;;;;;;;;;;;;;;
"=IF(AND(NOT(ISBLANK(G133)),ISBLANK(G134)),""Reste prévu"","""")";"=IF(AND(NOT(ISBLANK($G133)),ISBLANK($G134)),$C$42-$F$40-$F$42,"""")";"=IF(AND(NOT(ISBLANK($G133)),ISBLANK($G134)),""Reste réel"","""")";"=IF(AND(NOT(ISBLANK($G133)),ISBLANK($G134)),$C$42-$H$40-$F$42,"""")";;;Bar La Rotonde;19.8;x;"=IF(I134=""x"",H134,0)";Loisirs;;;;;;;;;;;;;;;;;;
"=IF(AND(NOT(ISBLANK(G134)),ISBLANK(G135)),""Reste prévu"","""")";"=IF(AND(NOT(ISBLANK($G134)),ISBLANK($G135)),$C$42-$F$40-$F$42,"""")";"=IF(AND(NOT(ISBLANK($G134)),ISBLANK($G135)),""Reste réel"","""")";"=IF(AND(NOT(ISBLANK($G134)),ISBLANK($G135)),$C$42-$H$40-$F$42,"""")";;;Amazon;25.98;x;"=IF(I135=""x"",H135,0)";Divers;;;;;;;;;;;;;;;;;;
"=IF(AND(NOT(ISBLANK(G135)),ISBLANK(G136)),""Reste prévu"","""")";"=IF(AND(NOT(ISBLANK($G135)),ISBLANK($G136)),$C$42-$F$40-$F$42,"""")";"=IF(AND(NOT(ISBLANK($G135)),ISBLANK($G136)),""Reste réel"","""")";"=IF(AND(NOT(ISBLANK($G135)),ISBLANK($G136)),$C$42-$H$40-$F$42,"""")";;;Leclerc Drive;172.32;x;"=IF(I136=""x"",H136,0)";Courses;;;;;;;;;;;;;;;;;;
"=IF(AND(NOT(ISBLANK(G136)),ISBLANK(G137)),""Reste prévu"","""")";"=IF(AND(NOT(ISBLANK($G136)),ISBLANK($G137)),$C$42-$F$40-$F$42,"""")";"=IF(AND(NOT(ISBLANK($G136)),ISBLANK($G137)),""Reste réel"","""")";"=IF(AND(NOT(ISBLANK($G136)),ISBLANK($G137)),$C$42-$H$40-$F$42,"""")";;;PayPlug;61.84;x;"=IF(I137=""x"",H137,0)";Courses;;;;;;;;;;;;;;;;;;
"=IF(AND(NOT(ISBLANK(G137)),ISBLANK(G138)),""Reste prévu"","""")";"=IF(AND(NOT(ISBLANK($G137)),ISBLANK($G138)),$C$42-$F$40-$F$42,"""")";"=IF(AND(NOT(ISBLANK($G137)),ISBLANK($G138)),""Reste réel"","""")";"=IF(AND(NOT(ISBLANK($G137)),ISBLANK($G138)),$C$42-$H$40-$F$42,"""")";;;Leclerc;54.59;x;"=IF(I138=""x"",H138,0)";Courses;;;;;;;;;;;;;;;;;;
"=IF(AND(NOT(ISBLANK(G138)),ISBLANK(G139)),""Reste prévu"","""")";"=IF(AND(NOT(ISBLANK($G138)),ISBLANK($G139)),$C$42-$F$40-$F$42,"""")";"=IF(AND(NOT(ISBLANK($G138)),ISBLANK($G139)),""Reste réel"","""")";"=IF(AND(NOT(ISBLANK($G138)),ISBLANK($G139)),$C$42-$H$40-$F$42,"""")";;;Star Metro Rennes;3.4;x;"=IF(I139=""x"",H139,0)";Voiture/Déplacement;;;;;;;;;;;;;;;;;;
"=IF(AND(NOT(ISBLANK(G139)),ISBLANK(G140)),""Reste prévu"","""")";"=IF(AND(NOT(ISBLANK($G139)),ISBLANK($G140)),$C$42-$F$40-$F$42,"""")";"=IF(AND(NOT(ISBLANK($G139)),ISBLANK($G140)),""Reste réel"","""")";"=IF(AND(NOT(ISBLANK($G139)),ISBLANK($G140)),$C$42-$H$40-$F$42,"""")";;;Leclerc;11.95;x;"=IF(I140=""x"",H140,0)";Courses;;;;;;;;;;;;;;;;;;
"=IF(AND(NOT(ISBLANK(G140)),ISBLANK(G141)),""Reste prévu"","""")";"=IF(AND(NOT(ISBLANK($G140)),ISBLANK($G141)),$C$42-$F$40-$F$42,"""")";"=IF(AND(NOT(ISBLANK($G140)),ISBLANK($G141)),""Reste réel"","""")";"=IF(AND(NOT(ISBLANK($G140)),ISBLANK($G141)),$C$42-$H$40-$F$42,"""")";;;Repas Toulouse;25.2;x;"=IF(I141=""x"",H141,0)";Courses;;;;;;;;;;;;;;;;;;
